,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre
7959,456165,fr,La Ch'tite Famille,13.258,2018-02-28,5.9,579,['Comedy']
7960,9456,en,The Crow: Salvation,13.746,2000-10-31,5.3,224,"['Action', 'Thriller', 'Crime', 'Fantasy', 'Mystery']"
7961,2757,en,Adaptation.,9.996,2002-12-06,7.4,1846,"['Comedy', 'Crime', 'Drama']"
7962,178682,en,The Wizards Return: Alex vs. Alex,11.2,2013-03-15,7.0,596,"['Family', 'Adventure', 'Comedy', 'Drama']"
7963,962,en,The Gold Rush,12.296,1925-07-12,8.0,1094,"['Adventure', 'Comedy', 'Drama']"
7964,25751,en,Children of the Corn V: Fields of Terror,11.685,1998-06-21,4.2,98,"['Horror', 'Thriller']"
7965,354285,en,The Sense of an Ending,14.754,2017-03-10,6.3,147,"['Mystery', 'Drama']"
7966,398,en,Capote,8.196,2005-09-30,7.1,1056,"['Crime', 'Drama']"
7967,600184,it,The Nest (Il nido),6.975,2019-08-15,6.3,202,"['Drama', 'Horror', 'Mystery']"
7968,2003,fr,Anatomie de l'enfer,12.244,2004-01-28,5.0,75,['Drama']
7969,576071,en,Unplanned,12.262,2019-03-21,7.2,159,['Drama']
7970,1551,en,Flatliners,12.193,1990-08-10,6.5,1123,"['Drama', 'Science Fiction', 'Horror']"
7971,372756,ja,ガラスの花と壊す世界,11.27,2016-01-09,6.2,9,"['Drama', 'Science Fiction', 'Animation']"
7972,27573,en,The Bounty Hunter,14.696,2010-03-16,5.8,2275,"['Comedy', 'Action', 'Drama']"
7973,85350,en,Boyhood,12.949,2014-06-05,7.5,4248,['Drama']
7974,611468,de,Kidnapping Stella,10.763,2019-06-29,5.3,333,['Thriller']
7975,3784,en,Frankie and Johnny,10.742,1991-10-11,6.7,406,"['Drama', 'Romance', 'Comedy']"
7976,1396,ru,Зеркало,11.242,1975-03-07,8.1,602,"['Drama', 'History']"
7977,385360,en,Billionaire Boys Club,11.255,2018-07-19,5.6,322,"['Drama', 'Thriller']"
7978,25035,fr,The Zombie Diaries,12.363,2006-10-29,4.5,54,"['Action', 'Horror', 'Thriller']"
7979,50724,es,La mujer de mi hermano,9.573,2005-11-04,6.2,86,"['Romance', 'Drama']"
7980,122081,en,Spring Breakers,12.245,2013-01-24,5.2,3284,"['Drama', 'Crime']"
7981,353464,hi,तलवार,7.248,2015-09-14,7.6,115,"['Thriller', 'Drama', 'Mystery']"
7982,16781,en,Madea's Family Reunion,12.743,2006-02-24,6.2,146,"['Drama', 'Comedy', 'Romance']"
7983,879062,en,Grave Intentions,16.237,2021-10-15,0.0,0,['Horror']
7984,10675,en,Frantic,11.14,1988-02-16,6.7,695,['Thriller']
7985,265169,tr,Kış Uykusu,9.996,2014-06-13,7.7,384,['Drama']
7986,620824,ja,劇場版 アイカツ スターズ！,9.837,2016-08-13,4.3,3,['Animation']
7987,575138,zh,新喜剧之王,13.367,2019-02-05,5.5,12,['Comedy']
7988,241842,no,Død Snø 2,12.744,2014-02-12,6.6,455,"['Horror', 'Action', 'Comedy']"
7989,830,en,Forbidden Planet,12.69,1956-03-23,7.3,629,['Science Fiction']
7990,539649,en,The Lie,13.753,2018-09-06,6.4,461,"['Horror', 'Drama', 'Mystery', 'Thriller']"
7991,40765,en,The Ghost Ship,9.839,1943-12-16,6.4,45,"['Thriller', 'Mystery']"
7992,25196,en,Crazy Heart,9.491,2009-12-16,6.9,735,"['Drama', 'Music', 'Romance']"
7993,547012,en,Buffaloed,11.517,2020-02-14,6.8,147,"['Comedy', 'Drama', 'Romance']"
7994,627494,en,When Calls the Heart: Home for Christmas,9.768,2019-12-25,0.0,0,[]
7995,5825,en,National Lampoon's Christmas Vacation,13.638,1989-11-30,7.2,1656,['Comedy']
7996,454291,en,Dolphin Reef,10.45,2018-03-28,6.8,65,"['Documentary', 'Family']"
7997,40794,it,Mine vaganti,10.69,2010-02-12,7.4,600,"['Comedy', 'Drama', 'Romance']"
7998,11467,en,America's Sweethearts,16.215,2001-07-17,5.7,637,"['Comedy', 'Romance']"
7999,733156,en,Sightless,12.535,2020-09-29,7.1,234,['Thriller']
8000,14362,en,Out for Justice,8.737,1991-04-12,6.1,295,"['Action', 'Crime']"
8001,11169,en,Spartan,12.488,2004-03-12,6.2,254,"['Mystery', 'Action', 'Drama', 'Thriller', 'Crime']"
8002,317903,es,Archivo 253,11.622,2015-02-05,5.5,46,['Horror']
8003,478159,en,Patrick,12.2,2018-06-29,6.8,180,"['Family', 'Comedy']"
8004,403300,en,A Hidden Life,12.362,2019-12-11,7.1,446,"['Drama', 'War', 'History']"
8005,9955,en,Blades of Glory,12.438,2007-03-30,6.1,1317,['Comedy']
8006,3126,en,Alvin and the Chipmunks Meet Frankenstein,11.737,1999-09-28,6.8,105,"['Animation', 'Comedy']"
8007,491037,en,The Mandela Effect,10.802,2019-12-06,6.8,93,"['Thriller', 'Drama', 'Science Fiction']"
8008,144785,en,Matchmaker Santa,7.12,2012-11-21,5.9,46,"['TV Movie', 'Comedy', 'Drama', 'Romance']"
8009,11176,en,The Muppet Movie,9.236,1979-05-31,7.1,412,"['Music', 'Adventure', 'Comedy', 'Family']"
8010,2897,en,Around the World in Eighty Days,10.237,1956-10-17,6.7,328,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']"
8011,49948,en,Fantasia 2000,11.386,1999-12-17,7.0,961,"['Animation', 'Family', 'Music']"
8012,378858,en,LEGO Friends: Girlz 4 Life,9.623,2016-03-18,5.4,21,"['Family', 'Animation']"
8013,295592,en,Monkey Kingdom,9.991,2015-04-16,6.9,100,['Documentary']
8014,37247,en,The Graduate,12.936,1967-12-21,7.7,2454,"['Comedy', 'Drama']"
8015,588073,cn,P風暴,8.573,2019-04-04,6.5,44,"['Action', 'Crime']"
8016,442064,en,Proud Mary,11.696,2018-01-12,5.4,402,"['Thriller', 'Action', 'Crime']"
8017,27135,en,Tell-Tale,7.236,2009-04-24,5.4,100,"['Drama', 'Horror', 'Mystery', 'Thriller']"
8018,219250,ja,劇場版 とある魔術の禁書目録 -エンデュミオンの奇蹟-,7.637,2013-02-23,6.8,30,"['Action', 'Drama', 'Comedy', 'Fantasy', 'Science Fiction', 'Animation']"
8019,193687,en,Z for Zachariah,11.24,2015-08-13,5.6,712,['Science Fiction']
8020,30178,en,Stuart Little 3: Call of the Wild,13.235,2005-07-14,5.3,378,"['Fantasy', 'Animation', 'Comedy', 'Family']"
8021,9504,en,Glengarry Glen Ross,8.683,1992-09-15,7.4,891,"['Crime', 'Drama', 'Mystery']"
8022,823604,cs,Kryštof,16.17,2021-10-21,0.0,0,['Drama']
8023,43933,en,Monsters,10.735,2010-06-18,6.2,1191,"['Drama', 'Thriller', 'Science Fiction']"
8024,265016,en,Extraterrestrial,13.488,2014-10-17,5.5,377,"['Horror', 'Science Fiction']"
8025,13156,en,Secondhand Lions,10.232,2003-09-19,7.2,581,"['Family', 'Comedy']"
8026,31347,ja,劇場版 カードキャプターさくら 封印されたカード,12.482,2000-07-15,8.2,133,"['Comedy', 'Animation', 'Adventure', 'Fantasy', 'Romance']"
8027,763329,en,Red Rocket,11.298,2021-10-08,0.0,0,"['Comedy', 'Drama']"
8028,595671,en,Never Rarely Sometimes Always,12.262,2020-03-13,7.3,297,['Drama']
8029,679103,en,Troya,11.564,2019-08-28,4.0,2,[]
8030,24993,en,Kickboxer 2: The Road Back,8.981,1991-01-30,5.5,121,"['Action', 'Adventure']"
8031,655977,en,The Host,6.922,2020-01-17,6.1,8,"['Thriller', 'Mystery', 'Crime']"
8032,13092,en,How to Lose Friends & Alienate People,9.933,2008-10-02,6.0,566,"['Comedy', 'Romance', 'Drama']"
8033,3595,en,Ransom,12.632,1996-11-08,6.7,1335,"['Action', 'Thriller']"
8034,2293,en,Mallrats,10.68,1995-10-20,6.8,905,"['Romance', 'Comedy']"
8035,419566,en,LEGO Jurassic World: The Indominus Escape,11.969,2016-10-03,5.5,66,"['Family', 'Animation', 'Comedy']"
8036,36736,en,The Drawn Together Movie: The Movie!,12.233,2010-03-18,6.4,131,"['Animation', 'Comedy']"
8037,464742,en,Mad Genius,10.041,2017-08-25,6.0,10,['Science Fiction']
8038,255413,ja,劇場版 あの日見た花の名前を僕達はまだ知らない。,9.485,2013-08-31,7.4,103,"['Animation', 'Drama']"
8039,483983,de,Ballon,11.495,2018-09-27,7.5,299,"['Drama', 'History', 'Thriller']"
8040,860306,tl,Taya,11.698,2021-08-27,4.9,4,['Thriller']
8041,509874,en,Lying and Stealing,12.251,2019-07-12,6.0,213,"['Crime', 'Comedy', 'Drama']"
8042,45156,en,A Little Bit of Heaven,13.433,2011-02-03,6.4,474,"['Comedy', 'Drama', 'Romance']"
8043,516850,ru,Русалка. Озеро мертвых,10.243,2018-07-12,6.3,247,"['Horror', 'Fantasy', 'Romance']"
8044,264357,sv,Sune på bilsemester,10.374,2013-12-25,5.2,13,"['Family', 'Comedy']"
8045,2148,en,The Cotton Club,12.929,1984-12-14,6.6,270,"['Crime', 'Drama']"
8046,18917,cs,Něco z Alenky,8.479,1988-08-03,7.5,229,"['Fantasy', 'Animation', 'Horror', 'Adventure']"
8047,9434,en,Grosse Pointe Blank,12.08,1997-04-11,7.0,631,"['Action', 'Comedy', 'Thriller', 'Romance']"
8048,15670,en,Madea Goes to Jail,11.182,2009-02-16,6.6,139,"['Comedy', 'Crime', 'Drama']"
8049,375107,en,Duck Duck Goose,15.992,2018-03-09,6.2,113,"['Animation', 'Family', 'Adventure', 'Comedy']"
8050,186759,en,Get a Job,12.237,2016-03-17,5.3,504,['Comedy']
8051,523977,en,Summerland,10.268,2020-07-24,7.6,106,"['Drama', 'War', 'Romance']"
8052,787864,en,Madonna - Madame X,12.026,2021-09-23,9.1,10,['Music']
8053,417643,en,In Darkness,9.492,2018-05-25,6.1,373,"['Thriller', 'Mystery']"
8054,1024,en,Heavenly Creatures,8.678,1994-09-12,7.0,660,"['Drama', 'Fantasy']"
8055,4960,en,"Synecdoche, New York",9.23,2008-10-24,7.6,995,['Drama']
8056,265177,fr,Mommy,13.683,2014-05-22,8.3,2162,['Drama']
8057,438259,en,Journey's End,10.739,2017-12-14,6.2,194,"['War', 'Drama']"
8058,300667,en,3 Generations,9.236,2016-10-27,6.4,387,"['Comedy', 'Drama']"
8059,8873,en,Wayne's World 2,9.427,1993-12-10,6.1,749,"['Comedy', 'Music']"
8060,10632,en,The Hunted,12.728,2003-03-11,6.1,515,"['Drama', 'Action', 'Thriller', 'Crime']"
8061,334538,en,Into the Forest,12.684,2016-06-03,5.8,528,"['Drama', 'Science Fiction']"
8062,11548,en,*batteries not included,11.726,1987-12-18,6.7,513,"['Science Fiction', 'Comedy', 'Family', 'Fantasy']"
8063,37495,en,Four Lions,8.979,2010-05-07,7.0,860,"['Comedy', 'Crime', 'Drama']"
8064,636,en,THX 1138,8.726,1971-03-11,6.5,677,"['Drama', 'Mystery', 'Science Fiction']"
8065,493065,en,Cut Throat City,11.016,2020-07-31,6.6,106,"['Action', 'Crime', 'Drama', 'Thriller']"
8066,412003,en,Modern Life Is Rubbish,12.368,2018-04-27,7.1,46,"['Romance', 'Music']"
8067,71677,en,Assassination Games,9.229,2011-07-28,6.2,282,['Action']
8068,11880,en,Dog Soldiers,12.176,2002-05-10,6.8,585,"['Horror', 'Action', 'Thriller']"
8069,524840,en,Friendsgiving,8.196,2020-10-23,4.8,39,['Comedy']
8070,20701,en,Tales from the Darkside: The Movie,10.475,1990-05-03,6.2,252,"['Thriller', 'Comedy', 'Fantasy', 'Horror']"
8071,11327,en,Midnight Express,8.475,1978-08-31,7.6,1187,"['Drama', 'Crime']"
8072,787723,en,13 Minutes,14.443,2021-10-29,0.0,0,"['Drama', 'Thriller']"
8073,443319,en,Phoenix Forgotten,9.734,2017-04-21,6.0,211,"['Horror', 'Mystery', 'Science Fiction']"
8074,443009,en,"Don't Worry, He Won't Get Far on Foot",9.737,2018-04-04,6.7,486,"['Comedy', 'Drama']"
8075,64720,en,Take Shelter,10.228,2011-09-30,7.1,1241,"['Thriller', 'Drama', 'Horror']"
8076,637157,en,The Main Event,13.755,2020-04-10,6.9,145,"['Family', 'Comedy']"
8077,10155,en,U Turn,10.174,1997-10-03,6.6,499,['Thriller']
8078,879337,pa,Honsla Rakh,16.08,2021-10-15,0.0,0,"['Romance', 'Comedy']"
8079,158999,en,Blackfish,9.478,2013-06-07,7.9,881,['Documentary']
8080,48669,en,Terror Trap,10.205,2010-09-22,5.1,41,"['Horror', 'Thriller']"
8081,69060,es,Ahí está el detalle,8.983,1940-09-11,8.0,67,['Comedy']
8082,179,en,The Interpreter,10.223,2005-04-08,6.3,1051,"['Crime', 'Thriller']"
8083,12763,en,Take the Lead,13.223,2006-03-17,6.9,561,"['Comedy', 'Music', 'Drama']"
8084,12637,en,"New York, New York",12.671,1977-06-21,6.5,314,"['Drama', 'Music', 'Romance']"
8085,604872,zh,天·火,12.497,2019-12-12,6.7,153,"['Action', 'Adventure']"
8086,435841,ko,강철비,13.733,2017-12-14,7.4,115,"['Action', 'Thriller']"
8087,248504,en,Sharknado 2: The Second One,13.227,2014-07-30,4.6,502,"['Thriller', 'Science Fiction']"
8088,175774,de,Rubinrot,9.476,2013-03-14,7.0,967,"['Fantasy', 'Adventure', 'Family', 'Drama', 'Science Fiction', 'Romance']"
8089,11899,en,The Muppets Take Manhattan,12.171,1984-06-27,6.5,261,"['Romance', 'Comedy', 'Family']"
8090,8066,en,Stay,10.672,2005-09-24,6.6,933,"['Mystery', 'Thriller', 'Drama']"
8091,876671,hu,Elk*rtuk,16.054,2021-10-21,0.0,0,"['Crime', 'Drama']"
8092,10949,en,Oliver Twist,10.721,1948-06-28,7.6,151,"['Adventure', 'Drama', 'Family']"
8093,409297,en,A Dark Song,14.228,2016-10-14,6.2,322,"['Horror', 'Drama', 'Fantasy', 'Mystery']"
8094,168676,en,Company of Heroes,14.893,2013-02-25,5.3,89,"['War', 'Drama']"
8095,11867,en,Barb Wire,10.42,1996-05-02,3.9,268,"['Science Fiction', 'Action']"
8096,209274,pl,Ida,7.724,2013-10-25,7.3,719,['Drama']
8097,20575,en,Queen: Live at Wembley Stadium,9.219,1986-07-12,8.5,102,['Music']
8098,2039,en,Moonstruck,9.919,1987-12-16,6.8,601,"['Comedy', 'Drama', 'Romance']"
8099,45279,ja,幽☆遊☆白書 『冥界死闘篇・炎の絆』,8.259,1994-04-09,8.1,43,"['Animation', 'Fantasy', 'Action']"
8100,432976,en,Icarus,13.679,2017-06-03,7.7,531,['Documentary']
8101,73500,en,You May Not Kiss the Bride,9.472,2011-04-03,5.7,143,"['Action', 'Crime', 'Comedy', 'Romance']"
8102,6058,en,The Patriot,9.47,1998-07-10,4.5,127,"['Action', 'Thriller']"
8103,333103,en,Comedy Central Roast of Justin Bieber,9.414,2015-03-30,6.9,98,['Comedy']
8104,11884,en,The Last Starfighter,10.468,1984-07-13,6.6,498,"['Adventure', 'Science Fiction', 'Action']"
8105,2769,en,An American in Paris,8.719,1951-09-26,7.1,404,"['Comedy', 'Music', 'Romance']"
8106,631,en,Sunrise: A Song of Two Humans,9.969,1927-11-04,7.9,543,"['Drama', 'Romance']"
8107,733063,id,Jailangkung 3,16.031,2021-10-21,0.0,0,['Horror']
8108,34772,ja,Sin: The Movie,8.089,2000-10-24,4.5,4,"['Animation', 'Science Fiction', 'Horror', 'Action', 'Thriller']"
8109,120092,ko,True Bloodthirst,7.632,2012-07-14,5.0,47,"['TV Movie', 'Science Fiction']"
8110,25066,en,Tales from the Hood,12.438,1995-05-24,6.1,99,"['Crime', 'Horror', 'Thriller']"
8111,11644,en,Blow Out,8.968,1981-07-24,7.4,912,"['Thriller', 'Crime', 'Mystery']"
8112,72197,en,The Pirates! In an Adventure with Scientists!,9.471,2012-03-12,6.4,810,"['Animation', 'Adventure', 'Family', 'Comedy']"
8113,37861,en,Valhalla Rising,10.72,2009-09-04,6.1,884,"['Adventure', 'Drama', 'Action', 'Fantasy']"
8114,14926,en,Uptown Girls,12.968,2003-08-15,6.5,591,"['Family', 'Comedy', 'Drama']"
8115,7874,en,Black Snake Moan,10.669,2006-12-31,6.9,637,['Drama']
8116,2153,en,The Driver,8.967,1978-06-08,7.2,260,"['Action', 'Crime', 'Drama', 'Thriller']"
8117,8999,en,Derailed,12.669,2005-11-11,6.3,746,"['Drama', 'Thriller']"
8118,506482,es,Soy leyenda,10.118,1967-01-01,6.2,5,"['Drama', 'Horror', 'Science Fiction']"
8119,24833,en,Santa Buddies,9.97,2009-10-22,5.9,158,"['Family', 'Adventure']"
8120,9932,en,Analyze That,11.918,2002-12-06,5.8,934,"['Comedy', 'Crime']"
8121,606679,en,The High Note,15.003,2020-06-10,7.2,296,"['Romance', 'Comedy', 'Music', 'Drama']"
8122,528450,en,Spider-Man: The Mythology of the 21st Century,11.777,2002-08-01,8.0,2,['Documentary']
8123,11323,en,The Informant!,9.619,2009-09-17,6.1,663,"['Drama', 'Comedy', 'Crime']"
8124,239573,en,Unfinished Business,13.471,2015-03-05,5.4,659,['Comedy']
8125,35552,fr,Les Aventures extraordinaires d'Adèle Blanc-Sec,12.918,2010-04-09,6.1,1012,"['Fantasy', 'Adventure', 'Action', 'Mystery']"
8126,454467,en,Noelle,15.52,2020-11-20,6.9,188,"['Family', 'Comedy', 'Fantasy']"
8127,14223,en,Wind Chill,10.717,2007-04-27,5.8,314,"['Drama', 'Horror', 'Thriller']"
8128,13333,cn,死亡遊戲,14.465,1978-03-23,6.4,457,"['Drama', 'Action', 'Thriller', 'Crime']"
8129,45189,es,Sube y Baja,10.126,1959-01-01,7.8,72,['Comedy']
8130,11165,en,Tora! Tora! Tora!,11.965,1970-01-26,7.1,366,"['Drama', 'History', 'War']"
8131,887,en,The Best Years of Our Lives,7.966,1946-12-25,7.8,427,"['Drama', 'Romance', 'War']"
8132,438553,ja,ハルチカ,11.304,2017-03-04,6.3,11,"['Drama', 'Music', 'Romance']"
8133,26945,ja,劇場版カードキャプターさくら,12.965,1999-08-21,7.7,102,"['Fantasy', 'Animation', 'Adventure']"
8134,531454,en,Eurovision Song Contest: The Story of Fire Saga,11.152,2020-06-26,6.5,951,"['Comedy', 'Music']"
8135,381075,en,Teenage Cocktail,10.972,2016-03-12,5.5,160,"['Drama', 'Thriller']"
8136,567971,en,Vampires vs. the Bronx,10.162,2020-10-02,6.0,190,"['Comedy', 'Horror']"
8137,90369,en,Now Is Good,9.418,2012-05-25,7.4,964,"['Drama', 'Romance']"
8138,12914,en,Stargate: Continuum,11.466,2008-07-29,7.1,350,"['Adventure', 'Science Fiction', 'TV Movie']"
8139,520679,en,Her Smell,9.853,2019-04-12,5.9,79,"['Drama', 'Music']"
8140,9008,en,The Insider,11.664,1999-03-10,7.5,1315,"['Drama', 'Thriller', 'History']"
8141,843141,en,Pokémon Live!,9.502,2016-09-24,10.0,1,"['Music', 'Comedy']"
8142,12088,en,Fortress,9.963,1992-09-30,6.0,452,"['Action', 'Thriller', 'Science Fiction']"
8143,663866,en,Censor,13.436,2021-06-11,6.1,81,"['Horror', 'Mystery']"
8144,216539,en,Ghost Shark,13.718,2013-08-22,5.2,103,"['Horror', 'Science Fiction']"
8145,522892,en,Escaping the Madhouse: The Nellie Bly Story,10.43,2019-01-06,7.4,65,['Thriller']
8146,22512,es,"Sexo, pudor y lágrimas",10.724,1999-06-18,6.6,67,"['Comedy', 'Drama', 'Romance']"
8147,10660,en,It Could Happen to You,13.213,1994-07-29,6.5,501,"['Comedy', 'Drama', 'Romance']"
8148,5511,fr,Le Samouraï,10.213,1967-10-25,7.9,678,"['Crime', 'Thriller']"
8149,878028,ko,동백,15.98,2021-10-21,0.0,0,"['Family', 'Drama', 'War']"
8150,871812,en,Implanted,10.433,2021-09-30,4.0,1,"['Science Fiction', 'Thriller']"
8151,423949,en,Unicorn Store,14.223,2017-09-11,6.0,715,"['Fantasy', 'Drama', 'Comedy']"
8152,782973,en,Tony Parker: The Final Shot,9.686,2021-01-06,7.1,47,['Documentary']
8153,8327,es,La montaña sagrada,11.962,1973-11-29,7.7,623,['Drama']
8154,4507,es,"Jamón, jamón",10.962,1992-09-03,6.2,213,"['Comedy', 'Drama', 'Romance']"
8155,356300,en,How to Plan an Orgy in a Small Town,8.439,2015-09-19,5.2,99,['Comedy']
8156,16553,en,Little Manhattan,9.213,2005-09-26,7.1,564,"['Comedy', 'Romance']"
8157,40377,en,Psycho IV – The Beginning,11.461,1990-11-10,5.7,153,"['Horror', 'Mystery', 'Thriller', 'TV Movie']"
8158,409164,en,Boys in the Trees,10.97,2016-09-09,6.6,118,"['Drama', 'Horror', 'Thriller']"
8159,348060,fr,Antigang,9.218,2015-08-19,5.9,256,"['Action', 'Drama']"
8160,29751,en,Batman Unmasked: The Psychology of the Dark Knight,8.013,2008-07-15,7.6,35,['Documentary']
8161,7229,fr,Tais-toi !,11.461,2003-10-22,6.7,594,"['Comedy', 'Crime']"
8162,8427,en,I Spy,10.461,2002-10-31,5.4,739,"['Action', 'Adventure', 'Comedy', 'Thriller']"
8163,70587,en,Spooky Buddies,8.464,2011-09-20,6.2,105,"['Comedy', 'Family']"
8164,43824,en,Waterloo Bridge,8.961,1940-05-17,7.7,100,"['Drama', 'Romance', 'War']"
8165,425591,en,I Don't Feel at Home in This World Anymore,8.219,2017-01-19,6.5,959,"['Comedy', 'Crime', 'Drama', 'Thriller']"
8166,320588,en,"Hello, My Name Is Doris",11.717,2015-11-27,6.4,378,"['Comedy', 'Drama', 'Romance']"
8167,32528,en,Spartacus,12.31,2004-03-17,6.7,45,"['Action', 'Drama']"
8168,11517,en,Money Train,12.709,1995-11-21,5.8,563,"['Action', 'Comedy', 'Crime']"
8169,602971,fr,Made in China,7.73,2019-06-26,5.6,105,"['Comedy', 'Drama']"
8170,7508,hi,तारे ज़मीन पर,13.71,2007-12-21,8.0,739,['Drama']
8171,351044,en,Welcome to Marwen,10.475,2018-12-21,6.6,890,"['Drama', 'Comedy', 'Fantasy']"
8172,29187,it,La monaca del peccato,8.908,1986-08-09,5.5,15,"['Drama', 'Horror']"
8173,446159,pt,Bacurau,13.481,2019-08-29,7.9,774,"['Mystery', 'Western', 'Thriller']"
8174,416166,en,The Institute,10.298,2017-03-03,4.2,86,"['Thriller', 'Mystery']"
8175,44321,es,La virgen de los sicarios,9.419,2000-09-01,7.0,82,"['Crime', 'Drama', 'Romance']"
8176,20856,en,Aliens in the Attic,14.211,2009-07-31,5.6,788,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']"
8177,18111,en,Bride of Re-Animator,12.708,1990-11-14,6.2,250,"['Comedy', 'Horror', 'Science Fiction']"
8178,11217,en,Club Dread,9.458,2004-02-27,5.2,266,"['Comedy', 'Horror']"
8179,1450,en,Blood: The Last Vampire,10.71,2009-04-02,5.6,256,"['Action', 'Adventure', 'Horror', 'Science Fiction', 'Thriller']"
8180,734265,en,Love Hard,7.645,2021-11-05,0.0,0,"['Comedy', 'Romance']"
8181,236737,es,Ocho apellidos vascos,12.712,2014-03-14,6.7,513,"['Comedy', 'Romance']"
8182,212168,ja,攻殻機動隊ARISE border: 2 Ghost Whispers,11.472,2013-11-29,7.2,92,"['Action', 'Animation', 'Science Fiction', 'Thriller']"
8183,205838,en,Sex Story: Fifty Shades of Grey,9.423,2015-02-13,5.1,7,['Documentary']
8184,9991,en,Mean Machine,9.458,2001-12-26,6.2,423,"['Comedy', 'Drama']"
8185,479226,da,Journal 64,11.473,2018-10-04,7.3,313,"['Crime', 'Thriller', 'Mystery', 'Drama']"
8186,566454,fr,Le Mystère Henri Pick,10.475,2019-03-06,6.5,354,"['Drama', 'Comedy']"
8187,472424,en,Gaga: Five Foot Two,10.468,2017-09-08,7.5,514,"['Music', 'Documentary']"
8188,1548,en,Ghost World,7.618,2001-07-20,7.2,1027,"['Comedy', 'Drama']"
8189,5227,en,Hercules in New York,13.856,1970-02-23,3.9,182,['Comedy']
8190,438808,en,White Boy Rick,13.721,2018-09-14,6.3,736,"['Crime', 'Drama']"
8191,1284,es,Torrente 2: Misión en Marbella,9.457,2001-03-30,6.1,127,"['Comedy', 'Crime']"
8192,340485,en,American Honey,12.215,2016-09-30,6.8,630,['Drama']
8193,80295,de,Der Frühreifen-Report,6.822,1973-08-16,5.8,21,"['Comedy', 'Romance']"
8194,14342,en,Almost Heroes,8.456,1998-05-29,5.7,130,"['Adventure', 'Comedy', 'Western']"
8195,482273,en,Valley Girl,9.329,2020-05-08,6.2,53,"['Comedy', 'Romance']"
8196,15582,en,Teen Wolf Too,10.705,1987-11-20,4.1,142,"['Comedy', 'Fantasy', 'Family']"
8197,315,en,"Faster, Pussycat! Kill! Kill!",11.206,1965-08-06,6.5,203,"['Action', 'Crime', 'Comedy']"
8198,373261,ja,アート・アイドル声ちゃんの挑戦！ 変躰ランド,12.455,2004-05-07,0.0,0,['Documentary']
8199,616251,en,The Broken Hearts Gallery,9.749,2020-09-11,7.4,169,"['Comedy', 'Romance']"
8200,172329,ja,ワンピース エピソード オブ ルフィ ～ハンドアイランドの冒険～,12.948,2012-12-15,6.7,33,"['Action', 'Animation', 'Adventure', 'Comedy', 'Drama']"
8201,48246,en,Alvin and the Chipmunks Meet the Wolfman,13.955,2000-08-29,6.7,129,"['Animation', 'Family', 'Fantasy', 'Music', 'Horror', 'Comedy']"
8202,433356,en,The Ottoman Lieutenant,10.464,2017-03-10,6.1,195,"['Romance', 'Drama', 'War']"
8203,21935,en,The Haunting Hour: Don't Think About It,10.716,2007-09-04,6.2,92,"['Fantasy', 'Horror', 'Family']"
8204,25087,en,Bloodsport II,12.385,1996-03-01,5.6,81,"['Action', 'Thriller']"
8205,1909,en,Don Juan DeMarco,9.704,1994-10-12,6.7,562,"['Romance', 'Drama', 'Comedy']"
8206,10017,en,The Wraith,15.203,1986-11-21,6.4,306,"['Action', 'Science Fiction']"
8207,744262,ko,사상,15.896,2021-10-21,0.0,0,['Documentary']
8208,653610,en,Disclosure,9.85,2020-06-19,8.4,87,['Documentary']
8209,500006,no,Utøya 22. juli,11.216,2018-03-09,7.3,233,"['History', 'Drama']"
8210,467062,en,Spielberg,9.714,2017-10-05,7.5,197,"['Documentary', 'TV Movie']"
8211,158618,it,Emanuelle e le porno notti nel mondo n. 2,11.193,1978-05-16,6.4,8,['Documentary']
8212,22327,en,Youth in Revolt,9.956,2009-09-11,6.2,701,"['Comedy', 'Romance']"
8213,11208,en,Wicker Park,10.455,2004-09-03,6.9,511,"['Drama', 'Mystery', 'Romance', 'Thriller']"
8214,430474,en,Deep,11.213,2017-05-18,6.1,118,"['Animation', 'Family']"
8215,575100,it,10 giorni senza mamma,10.221,2019-02-07,6.5,358,['Comedy']
8216,23903,en,Curious George 2: Follow That Monkey!,11.225,2009-10-27,6.7,84,"['Animation', 'Family']"
8217,405177,en,"Where'd You Go, Bernadette",12.224,2019-08-16,6.7,459,"['Drama', 'Comedy']"
8218,24648,en,The Visitation,6.808,2006-02-28,4.7,35,"['Drama', 'Horror', 'Science Fiction', 'Thriller']"
8219,254263,en,The Swan Princess: A Royal Family Tale,14.167,2014-02-25,6.1,32,"['Family', 'Animation', 'Fantasy']"
8220,25396,en,My Little Pony: A Very Minty Christmas,10.534,2005-10-25,4.8,11,"['Animation', 'Fantasy']"
8221,652722,es,En brazos de un asesino,11.727,2019-12-06,8.2,272,"['Romance', 'Thriller']"
8222,47386,en,YellowBrickRoad,15.88,2010-01-23,4.8,104,"['Horror', 'Thriller']"
8223,32293,en,The Cheetah Girls,12.952,2003-08-15,6.0,395,"['Family', 'Comedy', 'Drama', 'Music', 'TV Movie']"
8224,801,en,"Good Morning, Vietnam",14.601,1987-12-23,7.4,1926,"['Comedy', 'Drama', 'War']"
